         4074313 function calls (4065842 primitive calls) in 57.866 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 {method 'isalpha' of 'str' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\jimru\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\io\parsers\readers.py:2365(_validate_skipfooter)
       12    0.000    0.000    0.000    0.000 C:\Users\jimru\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\io\parsers\base_parser.py:1447(is_index_col)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1128(find_spec)
       12    0.000    0.000    0.000    0.000 C:\Users\jimru\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\generic.py:363(attrs)
        8    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup_error}
        2    0.000    0.000    0.000    0.000 C:\Users\jimru\AppData\Local\Programs\Python\Python312\Lib\inspect.py:741(getmro)
        4    0.000    0.000    0.000    0.000 C:\Users\jimru\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\internals\managers.py:241(is_single_block)
        1    0.000    0.000    0.000    0.000 C:\Users\jimru\AppData\Local\Programs\Python\Python312\Lib\site-packages\pkg_resources\extern\__init__.py:24(_module_matches_namespace)
        8    0.000    0.000    0.000    0.000 C:\Users\jimru\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\indexes\base.py:1671(name)
        4    0.000    0.000    0.000    0.000 C:\Users\jimru\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\indexes\base.py:540(<genexpr>)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1222(__enter__)
        1    0.000    0.000    0.000    0.000 {built-in method sys.exit}
        2    0.000    0.000    0.000    0.000 C:\Users\jimru\AppData\Local\Programs\Python\Python312\Lib\site-packages\pygame\sprite.py:377(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\jimru\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\util\_validators.py:450(check_dtype_backend)
        4    0.000    0.000    0.000    0.000 C:\Users\jimru\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\io\parsers\readers.py:2267(_extract_dialect)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:82(remove)
        4    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        8    0.000    0.000    0.000    0.000 C:\Users\jimru\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\indexes\base.py:974(dtype)
        9    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\jimru\AppData\Local\Programs\Python\Python312\Lib\site-packages\pygame\sprite.py:445(add)
       12    0.000    0.000    0.000    0.000 C:\Users\jimru\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\flags.py:55(allows_duplicate_labels)
        8    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:480(_call_with_frames_removed)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        4    0.000    0.000    0.000    0.000 C:\Users\jimru\AppData\Local\Programs\Python\Python312\Lib\enum.py:1292(value)
        2    0.000    0.000    0.000    0.000 C:\Users\jimru\AppData\Local\Programs\Python\Python312\Lib\site-packages\pkg_resources\__init__.py:3180(_always_object)
        4    0.000    0.000    0.000    0.000 C:\Users\jimru\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\internals\base.py:56(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        4    0.000    0.000    0.000    0.000 C:\Users\jimru\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\generic.py:696(ndim)
        8    0.000    0.000    0.000    0.000 C:\Users\jimru\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\internals\managers.py:913(__init__)
        4    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\jimru\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\generic.py:7045(_deprecate_downcast)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:445(cb)
       12    0.000    0.000    0.000    0.000 C:\Users\jimru\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\indexes\base.py:5144(_values)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:407(__subclasshook__)
        1    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\jimru\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\io\common.py:207(validate_header_arg)
        8    0.000    0.000    0.000    0.000 C:\Users\jimru\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\io\parsers\readers.py:527(validate_integer)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        8    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        4    0.000    0.000    0.000    0.000 C:\Users\jimru\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\io\parsers\base_parser.py:986(_validate_usecols_arg)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:79(__init__)
        4    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        4    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        4    0.000    0.000    0.000    0.000 C:\Users\jimru\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\compat\numpy\function.py:64(__call__)
        4    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\jimru\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\common.py:192(<genexpr>)
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:41(_get_sep)
        8    0.000    0.000    0.000    0.000 C:\Users\jimru\AppData\Local\Programs\Python\Python312\Lib\urllib\parse.py:108(_noop)
        4    0.000    0.000    0.000    0.000 C:\Users\jimru\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\indexes\range.py:216(_validate_dtype)
        4    0.000    0.000    0.000    0.000 C:\Users\jimru\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\internals\managers.py:246(items)
        4    0.000    0.000    0.000    0.000 C:\Users\jimru\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\io\parsers\readers.py:559(_validate_names)
        4    0.000    0.000    0.000    0.000 C:\Users\jimru\AppData\Local\Programs\Python\Python312\Lib\urllib\parse.py:421(_checknetloc)
        4    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\jimru\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\missing.py:1073(clean_reindex_fill_method)
        1    0.000    0.000    0.000    0.000 C:\Users\jimru\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\internals\blocks.py:259(_standardize_fill_value)
        1    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        2    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\jimru\AppData\Local\Programs\Python\Python312\Lib\copy.py:102(_copy_immutable)
        4    0.000    0.000    0.000    0.000 C:\Users\jimru\AppData\Local\Programs\Python\Python312\Lib\site-packages\numpy\core\numeric.py:2374(_array_equal_dispatcher)
        4    0.000    0.000    0.000    0.000 C:\Users\jimru\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\internals\managers.py:1828(ndim)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1285(_sanity_check)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
        4    0.000    0.000    0.000    0.000 C:\Users\jimru\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\series.py:660(_constructor)
        4    0.000    0.000    0.000    0.000 C:\Users\jimru\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\io\parsers\readers.py:1987(__enter__)
        2    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 C:\Users\jimru\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\dtypes\cast.py:1763(np_can_hold_element)
        1    0.000    0.000    0.000    0.000 C:\Users\jimru\AppData\Local\Programs\Python\Python312\Lib\site-packages\six.py:194(find_spec)
        1    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\jimru\AppData\Local\Programs\Python\Python312\Lib\site-packages\numpy\core\multiarray.py:346(where)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\jimru\AppData\Local\Programs\Python\Python312\Lib\site-packages\_distutils_hack\__init__.py:89(<lambda>)


